,presapp_foreignstr,guarpr_dpc,guarpr_rpc,envir_gwarm,envir_nuke,envir_drill,envjob_rpc,envjob_dpc,inspre_dpc,inspre_rpc,ineq_incgap_x,ineqinc_ineqreduc,econcand_rwin,econcand_dwin,immigpo_level,immigpo_jobs,immig_policy,milln_milltax_x,iran_nukeinvd,iran_nuksanct,china_econ,war_worthit,war_terror,israel_support,defsppr_dpc,defsppr_rpc,prevote_intpreswho,postvote_presvtwho,prevote_intpresst
136,2,1.0,5.0,1,3,3,4.0,1.0,1.0,5.0,3.0,1,1.0,3.0,3.0,1.0,3.0,5.0,-1,3,1,2,2,1,1.0,6.0,2.0,2.0,1.0
137,2,1.0,7.0,2,1,2,5.0,3.0,4.0,7.0,2.0,3,3.0,2.0,3.0,4.0,3.0,3.0,3,-1,1,1,1,3,-1.0,-1.0,1.0,1.0,1.0
138,2,4.0,6.0,2,2,3,5.0,1.0,1.0,7.0,1.0,1,3.0,1.0,2.0,4.0,3.0,6.0,3,3,1,1,1,2,5.0,7.0,1.0,1.0,1.0
139,1,3.0,6.0,2,3,3,6.0,2.0,1.0,6.0,4.0,1,1.0,1.0,1.0,4.0,3.0,7.0,1,3,3,1,3,2,3.0,5.0,2.0,2.0,1.0
140,1,2.0,5.0,2,3,3,3.0,-1.0,1.0,3.0,4.0,1,1.0,3.0,2.0,4.0,1.0,7.0,1,1,1,1,2,2,2.0,5.0,2.0,2.0,1.0
141,2,5.0,7.0,2,2,3,7.0,2.0,2.0,7.0,5.0,2,2.0,2.0,2.0,1.0,3.0,6.0,1,3,1,2,1,2,6.0,4.0,1.0,1.0,1.0
142,2,3.0,5.0,2,3,3,6.0,2.0,1.0,6.0,3.0,1,1.0,3.0,3.0,1.0,2.0,3.0,1,3,1,1,1,2,1.0,5.0,2.0,-1.0,2.0
143,2,3.0,6.0,2,1,1,4.0,2.0,2.0,-1.0,5.0,1,2.0,1.0,5.0,1.0,4.0,6.0,1,3,1,1,1,3,3.0,5.0,1.0,1.0,1.0
144,2,2.0,5.0,1,3,3,5.0,3.0,1.0,5.0,5.0,1,1.0,3.0,1.0,2.0,1.0,7.0,3,3,2,1,3,1,2.0,5.0,2.0,2.0,1.0
145,2,-1.0,-1.0,2,2,3,-1.0,-1.0,4.0,5.0,5.0,2,1.0,1.0,3.0,3.0,4.0,7.0,1,3,1,1,2,2,4.0,6.0,1.0,1.0,1.0
146,2,2.0,4.0,2,3,3,3.0,4.0,2.0,6.0,4.0,1,1.0,2.0,2.0,2.0,2.0,7.0,1,3,1,1,3,1,2.0,6.0,2.0,2.0,1.0
147,1,3.0,7.0,2,1,3,7.0,1.0,2.0,7.0,-1.0,3,3.0,1.0,-1.0,4.0,3.0,7.0,1,-1,3,1,3,2,4.0,1.0,1.0,1.0,1.0
148,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,3.0,4.0,3.0,7.0,2,-1,1,1,1,1,2.0,7.0,1.0,1.0,2.0
149,1,2.0,6.0,2,3,3,5.0,1.0,1.0,7.0,5.0,3,3.0,1.0,5.0,3.0,4.0,7.0,3,2,2,2,1,2,1.0,1.0,1.0,1.0,1.0
150,1,1.0,7.0,2,2,1,4.0,2.0,4.0,7.0,5.0,2,3.0,1.0,2.0,4.0,3.0,7.0,1,3,1,1,3,3,3.0,6.0,1.0,-1.0,1.0
151,2,2.0,5.0,2,2,2,-1.0,-1.0,-1.0,-1.0,5.0,2,1.0,3.0,3.0,2.0,1.0,6.0,1,3,3,1,2,-1,-1.0,-1.0,2.0,2.0,1.0
152,2,2.0,6.0,2,2,3,4.0,2.0,1.0,6.0,3.0,1,1.0,3.0,3.0,2.0,1.0,5.0,1,3,1,2,1,1,3.0,6.0,2.0,2.0,1.0
153,2,3.0,6.0,1,1,1,5.0,1.0,3.0,6.0,4.0,2,3.0,3.0,1.0,4.0,1.0,1.0,3,2,1,2,3,1,4.0,6.0,-1.0,-1.0,-1.0
154,2,3.0,3.0,1,1,2,3.0,1.0,7.0,4.0,5.0,1,2.0,2.0,1.0,3.0,1.0,7.0,2,3,1,1,2,2,7.0,1.0,-1.0,1.0,-1.0
155,2,4.0,5.0,2,2,2,4.0,2.0,1.0,7.0,5.0,3,2.0,2.0,4.0,2.0,2.0,6.0,1,-1,-1,1,2,-1,-1.0,-1.0,-1.0,-1.0,-1.0
156,2,2.0,7.0,2,2,1,6.0,3.0,1.0,7.0,5.0,3,3.0,1.0,2.0,3.0,2.0,7.0,1,3,1,2,1,2,6.0,2.0,1.0,1.0,1.0
157,-1,6.0,4.0,2,2,2,3.0,3.0,7.0,5.0,5.0,-1,2.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,2,-1,-1.0,-1.0,-1.0,-1.0,-1.0
158,2,-1.0,6.0,1,1,1,6.0,2.0,2.0,6.0,5.0,2,2.0,1.0,2.0,2.0,3.0,7.0,1,3,1,1,1,2,4.0,7.0,1.0,1.0,1.0
159,-1,4.0,3.0,2,2,2,-1.0,-1.0,-1.0,-1.0,4.0,2,1.0,2.0,2.0,2.0,3.0,7.0,2,3,-1,1,2,2,5.0,-1.0,-1.0,-1.0,-1.0
160,-1,4.0,4.0,2,2,2,4.0,4.0,4.0,4.0,5.0,2,2.0,2.0,1.0,4.0,1.0,6.0,2,3,1,1,1,2,4.0,4.0,-1.0,-1.0,-1.0
161,2,1.0,7.0,1,3,3,-1.0,-1.0,1.0,7.0,4.0,1,1.0,3.0,3.0,3.0,1.0,3.0,3,3,1,1,3,1,1.0,7.0,2.0,2.0,2.0
162,-1,-1.0,-1.0,1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1.0,-1.0,3.0,1.0,-1.0,6.0,2,3,2,1,1,2,-1.0,-1.0,1.0,-1.0,2.0
163,2,5.0,6.0,1,1,2,6.0,6.0,1.0,2.0,5.0,3,2.0,3.0,1.0,4.0,3.0,7.0,1,3,1,1,3,1,1.0,-1.0,-1.0,-1.0,-1.0
164,1,1.0,5.0,2,1,1,4.0,4.0,1.0,6.0,5.0,1,3.0,3.0,1.0,4.0,1.0,7.0,2,2,1,1,3,3,1.0,4.0,-1.0,-1.0,-1.0
165,2,1.0,-1.0,-1,-1,3,-1.0,1.0,1.0,-1.0,5.0,1,1.0,3.0,3.0,2.0,3.0,7.0,2,3,1,-1,2,2,-1.0,-1.0,2.0,2.0,1.0
166,1,1.0,1.0,1,1,1,7.0,1.0,1.0,1.0,4.0,1,2.0,1.0,2.0,2.0,2.0,7.0,1,3,1,2,1,1,7.0,7.0,-1.0,-1.0,-1.0
167,2,2.0,5.0,2,2,3,-1.0,-1.0,1.0,7.0,4.0,1,2.0,2.0,3.0,3.0,3.0,7.0,1,1,3,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
168,1,3.0,7.0,2,2,2,7.0,4.0,3.0,7.0,5.0,3,2.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,2,2,5.0,7.0,1.0,1.0,1.0
169,1,3.0,6.0,2,1,3,3.0,2.0,2.0,3.0,5.0,3,2.0,2.0,2.0,2.0,1.0,6.0,2,1,2,1,3,2,3.0,3.0,-1.0,-1.0,-1.0
170,2,1.0,4.0,-1,3,3,4.0,1.0,6.0,4.0,-1.0,1,1.0,3.0,3.0,2.0,1.0,4.0,3,3,1,2,2,1,2.0,-1.0,2.0,2.0,1.0
171,1,2.0,6.0,2,-1,3,6.0,3.0,2.0,6.0,4.0,1,1.0,1.0,3.0,2.0,2.0,6.0,1,3,1,2,1,2,3.0,5.0,-1.0,1.0,-1.0
172,-1,2.0,5.0,2,2,3,3.0,3.0,2.0,-1.0,5.0,1,1.0,2.0,3.0,3.0,3.0,6.0,1,2,3,-1,3,2,5.0,2.0,2.0,-1.0,1.0
173,1,1.0,6.0,2,3,3,5.0,2.0,1.0,3.0,5.0,1,1.0,3.0,3.0,4.0,3.0,6.0,1,3,3,2,1,1,2.0,6.0,2.0,2.0,1.0
174,2,3.0,6.0,1,2,3,6.0,2.0,3.0,7.0,5.0,1,2.0,3.0,3.0,2.0,3.0,5.0,3,3,3,1,2,1,3.0,5.0,2.0,2.0,2.0
175,-1,4.0,4.0,2,2,3,-1.0,-1.0,-1.0,4.0,3.0,3,2.0,3.0,2.0,2.0,3.0,6.0,2,3,2,1,3,2,3.0,5.0,2.0,-1.0,1.0
176,2,5.0,7.0,2,3,1,7.0,2.0,3.0,7.0,5.0,3,3.0,1.0,3.0,2.0,4.0,7.0,1,3,3,1,2,2,3.0,7.0,1.0,1.0,1.0
177,1,2.0,6.0,2,1,3,5.0,2.0,2.0,5.0,4.0,3,1.0,3.0,2.0,3.0,3.0,6.0,2,2,1,1,2,3,3.0,4.0,2.0,2.0,2.0
178,-1,3.0,6.0,1,2,3,5.0,3.0,3.0,6.0,5.0,2,2.0,2.0,1.0,2.0,3.0,6.0,-1,3,1,-1,2,2,3.0,5.0,-1.0,1.0,-1.0
179,1,2.0,6.0,2,3,1,5.0,2.0,2.0,6.0,3.0,1,1.0,1.0,1.0,2.0,2.0,7.0,1,1,2,1,2,3,4.0,4.0,1.0,1.0,2.0
180,1,3.0,6.0,2,3,3,6.0,3.0,2.0,7.0,5.0,3,1.0,1.0,3.0,1.0,3.0,6.0,1,3,3,2,1,2,4.0,7.0,1.0,1.0,1.0
181,2,6.0,6.0,2,2,3,4.0,3.0,5.0,5.0,5.0,1,2.0,2.0,3.0,2.0,1.0,7.0,3,2,2,2,1,2,5.0,5.0,-1.0,-1.0,-1.0
182,2,4.0,5.0,2,2,2,2.0,2.0,2.0,4.0,5.0,-1,2.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,-1,2,-1,4.0,4.0,1.0,-1.0,1.0
183,1,1.0,6.0,2,2,3,6.0,5.0,2.0,3.0,5.0,1,2.0,3.0,3.0,3.0,3.0,6.0,3,3,1,1,2,2,3.0,5.0,2.0,2.0,2.0
184,-1,3.0,4.0,2,1,3,4.0,3.0,2.0,4.0,5.0,2,3.0,3.0,3.0,2.0,3.0,3.0,3,3,-1,1,3,2,5.0,-1.0,2.0,2.0,2.0
185,2,4.0,7.0,2,3,3,7.0,3.0,2.0,7.0,5.0,3,2.0,1.0,4.0,1.0,3.0,7.0,2,2,1,1,3,2,3.0,7.0,5.0,5.0,1.0
186,2,4.0,4.0,2,2,2,1.0,1.0,4.0,1.0,5.0,1,2.0,1.0,1.0,4.0,1.0,7.0,1,3,1,1,3,3,-1.0,-1.0,1.0,1.0,1.0
187,2,2.0,6.0,1,2,3,4.0,1.0,1.0,7.0,4.0,1,1.0,3.0,3.0,2.0,2.0,1.0,1,3,1,2,1,2,2.0,4.0,2.0,2.0,1.0
188,1,4.0,4.0,2,1,3,6.0,4.0,6.0,4.0,5.0,1,2.0,1.0,1.0,3.0,1.0,7.0,1,2,3,2,1,2,4.0,2.0,1.0,1.0,1.0
189,2,2.0,4.0,2,1,2,5.0,1.0,2.0,7.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,2,2,1,2,2,2,3.0,6.0,1.0,1.0,1.0
190,-1,4.0,4.0,2,2,3,3.0,4.0,1.0,6.0,5.0,3,2.0,2.0,1.0,3.0,3.0,7.0,1,3,3,1,2,2,3.0,6.0,2.0,2.0,1.0
191,1,-1.0,-1.0,2,3,3,-1.0,-1.0,1.0,-1.0,5.0,2,2.0,1.0,1.0,4.0,1.0,7.0,1,3,-1,1,2,3,5.0,-1.0,-1.0,1.0,-1.0
192,-1,-1.0,-1.0,2,2,3,-1.0,-1.0,-1.0,-1.0,-1.0,2,1.0,3.0,1.0,4.0,-1.0,4.0,1,3,2,-1,-1,2,-1.0,-1.0,2.0,2.0,1.0
193,2,4.0,7.0,2,2,3,1.0,5.0,2.0,4.0,5.0,1,2.0,3.0,3.0,2.0,3.0,7.0,3,3,1,1,3,1,3.0,6.0,-1.0,-1.0,-1.0
194,1,4.0,6.0,1,2,3,5.0,4.0,3.0,5.0,5.0,2,3.0,2.0,3.0,3.0,3.0,7.0,2,3,1,2,3,3,5.0,-1.0,1.0,-1.0,1.0
195,-1,2.0,5.0,2,2,2,6.0,2.0,1.0,7.0,4.0,2,3.0,1.0,3.0,2.0,3.0,1.0,3,3,-1,1,1,-1,4.0,1.0,1.0,1.0,1.0
196,1,3.0,4.0,2,2,2,5.0,3.0,2.0,5.0,5.0,3,2.0,1.0,3.0,2.0,3.0,7.0,1,3,1,2,1,2,5.0,4.0,1.0,1.0,1.0
197,1,4.0,6.0,2,2,2,4.0,1.0,4.0,7.0,3.0,1,1.0,1.0,3.0,3.0,3.0,7.0,-1,3,3,1,3,3,4.0,-1.0,-1.0,-1.0,-1.0
198,2,-1.0,6.0,2,2,2,5.0,2.0,3.0,6.0,4.0,2,1.0,1.0,3.0,2.0,3.0,7.0,1,3,3,2,2,2,4.0,5.0,-1.0,1.0,-1.0
199,2,1.0,6.0,2,3,3,6.0,2.0,1.0,6.0,5.0,2,1.0,3.0,2.0,3.0,2.0,7.0,1,3,-1,1,1,1,1.0,6.0,2.0,2.0,2.0
200,1,5.0,3.0,2,2,2,5.0,3.0,3.0,5.0,4.0,-1,2.0,2.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,1,2,-1,5.0,3.0,2.0,-1.0,2.0
201,2,7.0,1.0,1,1,1,1.0,1.0,1.0,7.0,4.0,3,2.0,1.0,2.0,2.0,1.0,7.0,3,2,2,1,2,1,4.0,3.0,1.0,-1.0,1.0
202,1,6.0,3.0,1,2,2,4.0,4.0,6.0,4.0,-1.0,1,2.0,2.0,5.0,4.0,1.0,4.0,2,2,2,1,2,2,7.0,4.0,-1.0,-1.0,-1.0
203,1,4.0,6.0,2,1,3,4.0,4.0,3.0,4.0,5.0,1,2.0,3.0,-1.0,4.0,2.0,4.0,-1,2,-1,1,3,-1,7.0,6.0,-1.0,-1.0,-1.0
204,2,7.0,7.0,2,1,3,1.0,1.0,7.0,7.0,5.0,3,2.0,1.0,2.0,3.0,1.0,6.0,3,3,3,2,3,2,7.0,5.0,-1.0,-1.0,-1.0
205,2,3.0,7.0,2,1,1,7.0,2.0,2.0,7.0,5.0,3,3.0,1.0,4.0,2.0,4.0,7.0,1,-1,3,1,3,-1,3.0,7.0,1.0,-1.0,1.0
206,2,1.0,5.0,2,3,3,5.0,1.0,1.0,4.0,4.0,1,1.0,3.0,5.0,1.0,4.0,1.0,1,1,3,1,2,1,5.0,5.0,-1.0,5.0,-1.0
207,1,3.0,6.0,2,2,2,4.0,3.0,3.0,5.0,5.0,3,2.0,2.0,3.0,2.0,2.0,7.0,1,3,3,1,2,2,4.0,5.0,-1.0,1.0,-1.0
208,1,2.0,6.0,2,3,3,6.0,2.0,5.0,7.0,4.0,3,1.0,3.0,3.0,1.0,3.0,6.0,1,3,1,2,1,2,2.0,5.0,2.0,2.0,1.0
209,2,3.0,5.0,2,1,1,5.0,2.0,3.0,5.0,5.0,3,1.0,1.0,3.0,1.0,3.0,6.0,1,2,3,1,1,3,3.0,5.0,1.0,5.0,1.0
210,1,3.0,4.0,2,2,3,5.0,2.0,3.0,3.0,3.0,1,1.0,2.0,2.0,3.0,3.0,3.0,1,3,3,1,3,1,5.0,2.0,-1.0,-1.0,-1.0
211,2,3.0,6.0,2,1,2,6.0,4.0,4.0,7.0,4.0,3,2.0,2.0,3.0,2.0,3.0,7.0,1,3,3,1,2,2,5.0,6.0,1.0,1.0,1.0
212,-1,1.0,7.0,2,2,3,1.0,1.0,4.0,4.0,5.0,1,1.0,2.0,2.0,2.0,3.0,7.0,3,3,3,2,1,2,2.0,4.0,2.0,2.0,2.0
213,-1,-1.0,-1.0,2,-1,-1,-1.0,-1.0,-1.0,-1.0,5.0,2,-1.0,3.0,1.0,4.0,1.0,7.0,2,2,2,1,3,3,-1.0,-1.0,-1.0,-1.0,-1.0
214,2,7.0,7.0,2,2,3,1.0,1.0,1.0,7.0,5.0,1,3.0,1.0,1.0,3.0,2.0,7.0,3,3,3,1,3,3,7.0,6.0,1.0,1.0,1.0
215,2,5.0,5.0,2,1,3,3.0,3.0,3.0,6.0,5.0,-1,3.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,1,-1,3.0,4.0,1.0,-1.0,1.0
216,2,5.0,5.0,2,2,3,4.0,3.0,3.0,4.0,5.0,2,2.0,1.0,4.0,4.0,2.0,7.0,1,3,1,1,3,2,4.0,4.0,1.0,1.0,1.0
217,1,-1.0,-1.0,2,2,3,-1.0,-1.0,2.0,6.0,3.0,2,2.0,2.0,3.0,4.0,3.0,7.0,3,2,3,1,2,2,-1.0,-1.0,-1.0,1.0,-1.0
218,2,2.0,5.0,2,3,3,5.0,2.0,1.0,6.0,-1.0,2,1.0,2.0,3.0,4.0,2.0,-1.0,2,3,1,2,2,1,2.0,5.0,2.0,2.0,1.0
219,2,4.0,6.0,2,3,3,6.0,3.0,2.0,7.0,5.0,1,3.0,1.0,4.0,1.0,3.0,7.0,3,3,3,2,2,3,4.0,-1.0,-1.0,-1.0,-1.0
220,-1,-1.0,-1.0,2,2,2,-1.0,-1.0,-1.0,-1.0,5.0,2,2.0,2.0,3.0,2.0,2.0,6.0,2,2,-1,1,2,-1,-1.0,-1.0,-1.0,1.0,-1.0
221,2,3.0,4.0,2,3,3,3.0,3.0,2.0,3.0,4.0,3,1.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,1,2,5.0,5.0,1.0,1.0,1.0
222,1,3.0,5.0,2,2,3,4.0,4.0,6.0,-1.0,5.0,3,2.0,1.0,2.0,3.0,3.0,7.0,3,3,1,1,2,2,3.0,-1.0,-1.0,-1.0,-1.0
223,2,1.0,7.0,2,2,3,6.0,1.0,1.0,6.0,4.0,1,1.0,3.0,3.0,2.0,3.0,5.0,1,3,1,2,2,1,2.0,6.0,2.0,2.0,1.0
224,2,1.0,4.0,2,2,3,-1.0,-1.0,1.0,5.0,5.0,-1,1.0,3.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,3,-1,3.0,5.0,2.0,-1.0,1.0
225,2,7.0,7.0,2,-1,3,-1.0,-1.0,1.0,6.0,4.0,2,3.0,3.0,1.0,4.0,2.0,6.0,2,3,-1,1,3,2,6.0,-1.0,-1.0,-1.0,-1.0
226,2,3.0,7.0,2,2,1,6.0,4.0,1.0,1.0,5.0,3,2.0,1.0,2.0,3.0,2.0,7.0,1,1,1,1,2,2,4.0,3.0,1.0,1.0,1.0
227,2,-1.0,4.0,2,2,1,4.0,-1.0,1.0,4.0,5.0,3,1.0,3.0,-1.0,2.0,2.0,7.0,3,-1,1,1,1,-1,4.0,2.0,-1.0,-1.0,-1.0
228,1,-1.0,-1.0,-1,3,2,6.0,6.0,3.0,3.0,1.0,-1,2.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,2,-1,3.0,2.0,-1.0,-1.0,-1.0
229,2,3.0,5.0,2,3,2,5.0,2.0,3.0,7.0,4.0,3,1.0,1.0,3.0,1.0,3.0,7.0,1,2,3,1,2,2,3.0,6.0,1.0,1.0,1.0
230,2,3.0,6.0,1,3,3,6.0,2.0,2.0,5.0,3.0,1,1.0,3.0,1.0,2.0,2.0,4.0,1,3,1,1,2,1,3.0,5.0,5.0,2.0,2.0
231,2,4.0,6.0,2,2,1,6.0,3.0,4.0,6.0,5.0,3,1.0,1.0,3.0,2.0,3.0,6.0,1,3,1,1,2,2,4.0,6.0,1.0,1.0,1.0
232,2,2.0,5.0,2,2,3,4.0,1.0,1.0,5.0,4.0,3,1.0,3.0,2.0,2.0,3.0,6.0,1,3,1,1,2,3,1.0,5.0,2.0,2.0,1.0
233,1,2.0,5.0,2,2,3,-1.0,3.0,1.0,5.0,4.0,2,1.0,1.0,3.0,3.0,1.0,6.0,1,3,3,1,2,2,-1.0,-1.0,2.0,2.0,2.0
234,1,4.0,6.0,2,2,3,-1.0,4.0,3.0,-1.0,5.0,2,3.0,1.0,2.0,3.0,3.0,7.0,1,3,1,1,3,2,5.0,-1.0,1.0,1.0,1.0
235,2,2.0,7.0,2,2,1,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,2,3,3.0,7.0,-1.0,-1.0,-1.0
236,1,4.0,7.0,2,2,1,7.0,5.0,4.0,7.0,5.0,2,3.0,1.0,2.0,4.0,3.0,7.0,1,1,1,1,2,3,3.0,7.0,1.0,1.0,1.0
237,1,4.0,6.0,2,3,3,6.0,4.0,4.0,6.0,5.0,2,1.0,1.0,2.0,3.0,4.0,6.0,1,3,1,1,1,2,4.0,2.0,1.0,1.0,2.0
238,1,2.0,5.0,2,3,3,4.0,1.0,1.0,3.0,5.0,1,1.0,3.0,3.0,1.0,1.0,2.0,1,3,1,1,1,1,3.0,5.0,2.0,2.0,1.0
239,1,4.0,6.0,2,2,3,3.0,3.0,2.0,7.0,5.0,2,2.0,1.0,1.0,2.0,3.0,3.0,1,3,2,1,2,3,4.0,4.0,1.0,2.0,1.0
240,2,7.0,3.0,2,1,1,2.0,7.0,7.0,5.0,5.0,3,1.0,3.0,3.0,4.0,1.0,7.0,3,3,1,1,3,3,3.0,6.0,-1.0,2.0,-1.0
241,2,1.0,6.0,2,3,3,5.0,1.0,1.0,5.0,3.0,1,1.0,3.0,3.0,1.0,2.0,6.0,1,3,1,2,2,1,1.0,5.0,2.0,2.0,1.0
242,2,3.0,6.0,2,1,1,6.0,2.0,2.0,3.0,5.0,3,1.0,1.0,4.0,1.0,3.0,7.0,1,3,1,1,3,3,3.0,5.0,1.0,1.0,1.0
243,1,3.0,6.0,2,2,3,6.0,2.0,2.0,6.0,5.0,-1,2.0,1.0,-1.0,-1.0,2.0,-1.0,-1,-1,-1,2,2,-1,4.0,5.0,-1.0,-1.0,-1.0
244,1,4.0,3.0,2,2,2,2.0,5.0,5.0,3.0,4.0,2,2.0,1.0,1.0,4.0,1.0,6.0,2,3,1,1,2,2,4.0,3.0,-1.0,-1.0,-1.0
245,2,2.0,7.0,2,1,1,7.0,4.0,2.0,7.0,5.0,3,3.0,1.0,1.0,4.0,1.0,7.0,1,3,1,1,1,3,5.0,6.0,1.0,1.0,1.0
246,1,4.0,7.0,2,1,3,-1.0,4.0,3.0,7.0,5.0,3,2.0,1.0,1.0,3.0,3.0,7.0,1,3,1,1,2,2,4.0,7.0,1.0,1.0,1.0
247,1,3.0,6.0,2,2,3,2.0,5.0,2.0,6.0,5.0,3,1.0,1.0,3.0,2.0,2.0,7.0,1,3,1,1,1,3,3.0,4.0,-1.0,-1.0,-1.0
248,2,3.0,6.0,2,-1,2,5.0,2.0,1.0,7.0,5.0,3,3.0,2.0,3.0,4.0,3.0,7.0,1,3,1,1,2,2,4.0,6.0,1.0,1.0,1.0
249,2,4.0,7.0,2,1,3,7.0,4.0,3.0,7.0,5.0,3,3.0,1.0,3.0,4.0,3.0,7.0,2,3,1,2,1,3,5.0,1.0,1.0,1.0,1.0
250,2,6.0,5.0,2,2,2,3.0,4.0,3.0,4.0,5.0,2,2.0,1.0,3.0,1.0,4.0,5.0,2,1,1,1,1,2,6.0,4.0,-1.0,-1.0,-1.0
251,2,1.0,-1.0,2,2,1,1.0,1.0,7.0,3.0,-1.0,3,3.0,1.0,3.0,4.0,4.0,7.0,2,3,1,1,2,2,7.0,3.0,1.0,1.0,1.0
252,1,-1.0,-1.0,2,2,3,-1.0,-1.0,3.0,5.0,5.0,2,-1.0,2.0,1.0,4.0,2.0,6.0,1,3,1,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
253,1,4.0,1.0,2,1,2,7.0,1.0,1.0,1.0,5.0,2,3.0,1.0,1.0,4.0,1.0,7.0,3,3,1,1,2,3,7.0,1.0,-1.0,-1.0,-1.0
254,2,1.0,2.0,2,2,3,6.0,2.0,2.0,5.0,2.0,3,1.0,1.0,3.0,2.0,3.0,7.0,3,3,1,2,3,1,7.0,7.0,1.0,1.0,1.0
255,1,7.0,4.0,2,2,3,5.0,2.0,1.0,4.0,5.0,2,3.0,3.0,1.0,4.0,3.0,2.0,1,2,1,1,3,1,5.0,4.0,2.0,2.0,2.0
256,1,2.0,5.0,2,2,3,4.0,2.0,1.0,5.0,4.0,1,2.0,2.0,3.0,4.0,3.0,5.0,1,-1,1,2,1,2,2.0,-1.0,2.0,2.0,2.0
257,1,4.0,-1.0,2,3,3,-1.0,-1.0,-1.0,4.0,5.0,2,2.0,1.0,3.0,2.0,3.0,6.0,3,3,1,1,3,1,5.0,-1.0,-1.0,1.0,-1.0
258,2,4.0,4.0,2,3,3,-1.0,-1.0,3.0,5.0,5.0,-1,1.0,2.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,-1,3,-1,4.0,-1.0,-1.0,-1.0,-1.0
259,2,2.0,7.0,2,1,3,6.0,2.0,3.0,6.0,5.0,3,2.0,1.0,3.0,1.0,3.0,7.0,1,3,3,1,2,2,5.0,6.0,1.0,1.0,1.0
260,1,3.0,7.0,2,2,2,7.0,3.0,2.0,7.0,5.0,3,2.0,1.0,5.0,2.0,4.0,7.0,1,3,3,2,2,2,4.0,6.0,1.0,1.0,1.0
261,1,4.0,6.0,2,2,2,7.0,3.0,2.0,7.0,5.0,1,2.0,1.0,-1.0,2.0,3.0,7.0,1,3,3,1,3,1,4.0,6.0,1.0,1.0,2.0
262,-1,2.0,4.0,1,2,2,-1.0,-1.0,3.0,5.0,4.0,3,1.0,2.0,2.0,3.0,3.0,6.0,1,3,-1,2,1,2,-1.0,-1.0,2.0,2.0,1.0
263,2,3.0,5.0,2,2,3,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,2.0,4.0,1.0,3.0,2.0,1,3,3,1,3,1,-1.0,-1.0,-1.0,1.0,-1.0
264,2,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,5.0,3.0,3.0,7.0,3,2,3,1,3,-1,5.0,2.0,1.0,-1.0,1.0
265,2,4.0,4.0,2,3,1,5.0,2.0,4.0,4.0,4.0,3,3.0,2.0,3.0,2.0,3.0,7.0,1,3,3,2,3,2,4.0,2.0,1.0,-1.0,1.0
266,1,2.0,6.0,2,2,1,5.0,2.0,1.0,6.0,5.0,3,2.0,2.0,3.0,2.0,3.0,7.0,1,3,2,1,2,2,4.0,4.0,-1.0,-1.0,-1.0
267,1,1.0,5.0,2,1,3,3.0,3.0,2.0,4.0,4.0,3,2.0,3.0,4.0,1.0,4.0,2.0,1,1,3,1,3,1,6.0,6.0,2.0,-1.0,2.0
268,2,2.0,6.0,2,2,1,7.0,2.0,3.0,7.0,5.0,1,2.0,1.0,3.0,2.0,2.0,6.0,1,1,3,1,3,3,3.0,6.0,1.0,1.0,2.0
269,1,4.0,6.0,2,3,1,6.0,3.0,3.0,7.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,2,2,5.0,5.0,1.0,1.0,1.0
270,2,3.0,6.0,2,2,3,6.0,2.0,2.0,6.0,5.0,3,1.0,2.0,3.0,2.0,2.0,7.0,1,3,3,1,2,2,3.0,4.0,2.0,2.0,2.0
271,2,7.0,5.0,1,3,3,2.0,1.0,1.0,4.0,5.0,2,2.0,3.0,1.0,3.0,3.0,7.0,1,2,1,1,3,-1,7.0,5.0,2.0,2.0,2.0
272,2,3.0,7.0,2,2,1,6.0,2.0,2.0,6.0,4.0,2,2.0,1.0,4.0,1.0,3.0,6.0,1,1,3,1,2,2,4.0,7.0,1.0,1.0,1.0
273,1,6.0,7.0,2,2,1,6.0,2.0,2.0,5.0,4.0,1,2.0,2.0,4.0,1.0,4.0,6.0,-1,3,-1,2,1,2,4.0,7.0,1.0,1.0,2.0
